City of Origin,Destination City,Stopover City,Vehicle Plate,Distance (km),Vehicle Type,Speed (km/h),Fuel Consumption (L/100km),Traffic Congestion,Adjusted Speed (km/h),Travel Time (hours),Total Fuel Consumption (L),Peak Time,Off-Peak Time,Free-Flow Speed (km/h),Free-Flow Time (hours),Travel Time Index (TTI),Load Weight (pounds)
Kigali,Bujumbura,,KIG-BUJ-1128,273.0,Coupe,117.04370678970872,14.225158684127159,Medium,117.04370678970872,2.332462013446792,38.83468320766715,2.863621525273097,1.8566007665144086,130,2.1,1.110696196879425,504.22044941481545
Kampala,Juba,,KAM-JUB-1129,653.0,Truck,55.75282483037997,28.1282025991433,Low,75.75282483037998,8.620140588316653,183.67716297240574,10.949488174809973,7.586075460152103,90,7.2555555555555555,1.1880745068124023,970.0573651396631
Kisumu,Kigali,,KIS-KIG-1130,834.0,Truck,44.56224206521277,30.184181364210048,Medium,44.56224206521277,18.71539584519821,251.7360725775118,20.838650488181237,15.533777438037156,90,9.266666666666667,2.0196470336544827,1253.6608725294723
Dar es Salaam,Kigali,,DAR-KIG-1131,1444.0,SUV,103.50576113385905,19.65031622909919,High,83.50576113385905,17.292220086291767,283.7505663481923,19.388050068124407,14.419001593560846,120,12.033333333333333,1.437026599968845,1613.4145810916461
Dar es Salaam,Kigali,,DAR-KIG-1132,1444.0,Hybrid,55.6238415247043,5.129194933301158,High,35.6238415247043,40.53465146364465,74.06557483686873,49.173455624397015,29.652502574603467,100,14.44,2.8071088271222058,566.4048047752578
Bujumbura,Gitega,,BUJ-GIT-1133,98.9,Coupe,102.73650786562904,15.067905043968144,High,82.73650786562904,1.1953610631067706,14.902158088484496,1.367065561851565,0.945125240657184,130,0.7607692307692309,1.5712531668744203,707.358611058834
Kisumu,Nairobi,,KIS-NAI-1134,341.0,Saloon,97.42444855297927,8.549911464198484,High,77.42444855297927,4.404293558082803,29.15519809291683,5.383648237264665,3.436045686084587,110,3.1,1.4207398574460655,514.379756440237
Nairobi,Kampala,Kisumu,NAI-KAM-1135,663.0,Truck,53.08764345185118,27.688863879009446,Low,73.08764345185118,9.071300820319545,183.57716751783263,10.367669217958152,7.770436998064432,90,7.366666666666666,1.2313983014008432,951.7373702787415
Dar es Salaam,Nairobi,Mombasa,DAR-NAI-1136,822.0,Truck,56.53004049850009,32.907672298811676,Low,76.53004049850009,10.74088024317863,270.501066296232,12.065192054798572,7.81468659383608,90,9.133333333333333,1.176008785749485,1533.5521578040527
Kampala,Bujumbura,,KAM-BUJ-1137,720.0,Saloon,78.42560922432321,13.396629152816024,Low,98.42560922432321,7.315169351495074,96.45572990027536,8.844880964339504,5.909473252332163,110,6.545454545454546,1.117595317589525,454.37811997799463
Nairobi,Kisumu,,NAI-KIS-1138,341.0,Coupe,104.83718562894123,15.73090141617112,High,84.83718562894123,4.019463840908836,53.642373829143516,5.114522661225623,3.546253570806795,130,2.623076923076923,1.5323469188215504,478.85761649341543
Bujumbura,Gitega,,BUJ-GIT-1139,98.9,Coupe,89.96037919181943,16.31416621930311,High,69.96037919181943,1.4136572892041233,16.134710390890778,1.7487285521094358,1.2418865881087704,130,0.7607692307692309,1.8581946167496057,486.2224365113674
Kisumu,Bujumbura,,KIS-BUJ-1140,1064.0,Hybrid,56.47433893306129,8.822691656023036,Medium,56.47433893306129,18.840415312539612,93.87343922008509,23.809481167392313,16.39996774556507,100,10.64,1.7707157248627454,640.9402816904883
Kampala,Kigali,,KAM-KIG-1141,511.0,Hybrid,52.84042679043245,8.328685651383353,Medium,52.84042679043245,9.670625902145895,42.559583678568934,11.152814059582273,7.494706667543501,100,5.11,1.8924903918093727,681.705853547218
Dar es Salaam,Nairobi,Mombasa,DAR-NAI-1142,822.0,SUV,79.0905125705222,12.667034306372143,High,59.09051257052219,13.910862577456498,104.123021998379,17.766894288152784,12.35590828006993,120,6.85,2.0307828580228464,965.2807603588907
Dar es Salaam,Kigali,,DAR-KIG-1143,1444.0,Truck,88.34925090140187,22.40111158230096,Medium,88.34925090140187,16.34422460029129,323.4720512484258,19.21112965079702,14.073359697055423,90,16.044444444444444,1.018684358743917,1174.7634239064273
Dar es Salaam,Arusha,,DAR-ARU-1144,630.0,Hybrid,87.23955024744372,11.889154716382505,Medium,87.23955024744372,7.221495276088499,74.90167471320977,9.174834165005736,6.284349296498332,100,6.3,1.1462690914426188,699.6751836819446
Kisumu,Kigali,,KIS-KIG-1145,834.0,Coupe,71.19408902440468,14.99027414042095,High,51.194089024404676,16.290943268907956,125.01888633111074,19.455216557560178,14.441444842215459,130,6.415384615384616,2.539355665417307,649.9735243660998
Kisumu,Juba,,KIS-JUB-1146,841.0,Saloon,65.17470833337723,7.323902594626436,Low,85.17470833337723,9.873823068560355,61.59402082080832,11.390161178936067,8.76203309033036,110,7.6454545454545455,1.2914631837593806,840.3829353309156
Nairobi,Kampala,Kisumu,NAI-KAM-1147,663.0,Coupe,94.17337473739785,17.352178101708752,High,74.17337473739785,8.938517390468936,115.04494081432902,10.297634746947052,6.6861271431165985,130,5.1,1.7526504687193993,519.0881040543562
Nairobi,Arusha,,NAI-ARU-1148,902.0,Truck,40.58825471834989,28.818285378946726,High,30.0,30.066666666666666,259.94093411809945,36.48690954464612,21.81449544015336,90,10.022222222222222,3.0,1237.1902194076756
Juba,Wau,,JUB-WAU-1149,647.0,Coupe,100.08378871571946,16.733841643710477,Medium,100.08378871571946,6.464583408585333,108.2679554348068,7.213195445821271,5.418452125533424,130,4.976923076923077,1.2989116586029261,548.5509480560739
Kampala,Juba,,KAM-JUB-1150,653.0,SUV,65.04010287123754,16.815260298866505,Medium,65.04010287123754,10.039959519940643,109.80364975159827,12.911500780922442,8.158900729098953,120,5.441666666666666,1.8450155319952177,910.2189959522887
Nairobi,Kisumu,,NAI-KIS-1151,341.0,Truck,74.00548492166386,30.03620025293425,High,54.005484921663864,6.314173467651072,102.4234428625058,7.28840433481128,4.83340697824912,90,3.7888888888888888,1.666497396154242,1456.8602913016744
Kisumu,Kampala,,KIS-KAM-1152,324.0,Saloon,106.54006969610222,13.584700232055043,Low,126.54006969610222,2.560453781779291,44.01442875185834,2.9883695267797017,2.14281791285834,110,2.9454545454545453,0.8692898641843272,735.3973979963722
Nairobi,Bujumbura,,NAI-BUJ-1153,1281.0,SUV,62.51836357461036,14.710828507045132,High,42.51836357461036,30.128158572051515,188.44571317524813,34.54676367050104,21.463281350585284,120,10.675,2.822309936491945,876.9007365783725
Kisumu,Kampala,,KIS-KAM-1154,324.0,Truck,59.897652810066674,24.65220831636203,Low,79.89765281006667,4.05518796365915,79.87315494501298,4.463146329117265,2.8769192939291486,90,3.6,1.1264411010164306,999.6575521620933
Bujumbura,Kisumu,,BUJ-KIS-1155,1064.0,Saloon,77.08020350924583,10.07355347940782,Low,97.08020350924583,10.960009986986334,107.18260902089922,13.574082488067804,8.448656499159684,110,9.672727272727272,1.133083739256106,589.0452322450395
Bujumbura,Dar es Salaam,,BUJ-DAR-1156,1496.0,SUV,85.94003399271992,19.792618656086425,High,65.94003399271992,22.687279781584056,296.09757509505295,27.635615538060375,16.760666363213,120,12.466666666666667,1.8198352765976515,1585.090097964749
Nairobi,Bujumbura,,NAI-BUJ-1157,1281.0,SUV,65.31797848497484,19.222308698387298,High,45.317978484974844,28.266927228996213,246.23777442634128,35.67085261171703,23.84912337952815,120,10.675,2.6479557123181463,1540.6240591058606
Kisumu,Bujumbura,,KIS-BUJ-1158,1064.0,Truck,64.01183567355133,29.356133682493116,High,44.01183567355133,24.175315201392632,312.34926238172676,26.79113639649797,21.506465990821663,90,11.822222222222223,2.0449044813208053,1116.9150817084158
Nairobi,Arusha,,NAI-ARU-1159,902.0,Hybrid,89.81097799706163,7.523241204044789,Low,109.81097799706163,8.214114986063926,67.85963566048399,10.561143334329685,6.836817221032268,100,9.02,0.9106557634217213,578.6711081393225
Bujumbura,Dar es Salaam,,BUJ-DAR-1160,1496.0,SUV,85.82531448527801,14.09518480278714,Medium,85.82531448527801,17.43075465522023,210.8639646496956,20.327351934904012,14.484205389749006,120,12.466666666666667,1.3981888760871843,1212.7781335087025
Nairobi,Bujumbura,,NAI-BUJ-1161,1281.0,SUV,82.4838613521456,19.25529321646895,Low,102.4838613521456,12.499529029242428,246.6603061029672,16.032070582590183,8.766158632754216,120,10.675,1.170916068313108,1583.8780320990816
Kisumu,Kampala,,KIS-KAM-1162,324.0,Saloon,99.73579347158073,7.871999918903809,Low,119.73579347158073,2.7059577642244577,25.505279737248337,3.0345321937856102,2.1714104047714513,110,2.9454545454545453,0.9186893643971925,653.5761121424938
Bujumbura,Kisumu,,BUJ-KIS-1163,1064.0,Coupe,76.48740114862576,12.278695148529913,Low,96.48740114862576,11.02734644454826,130.64531638035828,13.77077508482219,9.521234378757628,130,8.184615384615384,1.3473261633376634,446.348075314342
Kisumu,Kampala,,KIS-KAM-1164,324.0,Truck,44.93286883664045,29.286396429066794,Medium,44.93286883664045,7.210757033519182,94.88792443017641,8.767355025316677,5.990870528489277,90,3.6,2.0029880648664395,830.8379779208458
Juba,Wau,,JUB-WAU-1165,647.0,Truck,47.184580363086695,27.835598959502015,Low,67.1845803630867,9.630185922177494,180.09632526797802,11.28309411410986,7.179847488317291,90,7.188888888888889,1.3395930958206714,1066.6682178320773
Dar es Salaam,Nairobi,Mombasa,DAR-NAI-1166,822.0,Hybrid,40.43319682022307,7.216174438888527,Low,60.43319682022307,13.601795755489968,59.31695388766369,15.177271072055177,11.829414435382057,100,8.22,1.654719678283451,574.181405510423
Nairobi,Kigali,Arusha,NAI-KIG-1167,1354.0,Hybrid,80.63144342035932,8.38827258159494,Low,100.63144342035932,13.455039041267142,113.57721075479549,16.427893615327363,12.013672623847917,100,13.54,0.9937251876859042,872.5205892308261
Bujumbura,Gitega,,BUJ-GIT-1168,98.9,Truck,88.9134742999494,33.11155694099316,Medium,88.9134742999494,1.1123173487334561,32.74732981464224,1.2294309917351214,0.8406878610028389,90,1.098888888888889,1.0122200342367143,1023.0054512160763
Nairobi,Bujumbura,,NAI-BUJ-1169,1281.0,Hybrid,61.544246742589074,5.318405790305922,Low,81.54424674258908,15.709262776609314,68.12877817381886,18.855143498409237,11.64714383175286,100,12.81,1.2263280856057233,938.7265154797146
Kampala,Kigali,,KAM-KIG-1170,511.0,Saloon,100.73757800690113,14.289874482517371,Medium,100.73757800690113,5.0725857233235585,73.02125860566377,6.192824254752025,3.894251355026907,110,4.6454545454545455,1.0919460461166173,727.8071802192411
Kampala,Bujumbura,,KAM-BUJ-1171,720.0,Truck,81.03136967095185,21.91924911379647,Medium,81.03136967095185,8.885447733683142,157.8185936193346,11.075752801092454,6.332051339647033,90,8.0,1.1106809667103927,1114.9310078514764
Kigali,Bujumbura,,KIG-BUJ-1172,273.0,Hybrid,99.87490806473727,6.810089550869417,High,79.87490806473727,3.4178443094887583,18.59154447387351,4.437274228114536,2.989542394928437,100,2.73,1.2519576225233546,805.0287771623119
Dar es Salaam,Kigali,,DAR-KIG-1173,1444.0,Truck,76.2102456404185,33.620523145035826,High,56.210245640418506,25.68926685069809,485.48035421431734,29.5945168982659,22.757091263411468,90,16.044444444444444,1.601131590417471,1036.1391784259463
Bujumbura,Gitega,,BUJ-GIT-1174,98.9,Coupe,84.14122685984256,17.08258554677066,High,64.14122685984256,1.5419100139152337,16.89467710575618,1.7955202340987784,1.2746362694713196,130,0.7607692307692309,2.026777571374928,456.52955161511136
Kisumu,Bujumbura,,KIS-BUJ-1175,1064.0,SUV,78.56889475169201,19.764132223840562,Medium,78.56889475169201,13.542254900780392,210.29036686166356,15.820455839798932,11.549741803586603,120,8.866666666666667,1.5273219812910217,1718.6553955579745
Kampala,Juba,,KAM-JUB-1176,653.0,Truck,54.06300101902373,34.30153737136753,High,34.06300101902373,19.17036022854558,223.98903903502998,23.892337076062166,15.9829070306805,90,7.2555555555555555,2.6421629717750417,1250.5291564397473
Dar es Salaam,Arusha,,DAR-ARU-1177,630.0,SUV,63.21267905356049,17.092720116698132,High,43.21267905356049,14.579054430278175,107.68413673519822,18.753968639523563,11.305631670857256,120,5.25,2.776962748624414,881.412106097954
Kisumu,Kigali,,KIS-KIG-1178,834.0,Hybrid,71.92666803022021,8.345139539859115,High,51.92666803022021,16.061111402615506,69.59846376242501,20.79696699972575,13.273038539456016,100,8.34,1.9257927341265595,655.1571031477879
Nairobi,Dar es Salaam,Mombasa,NAI-DAR-1179,1012.0,SUV,73.4096588553504,17.05595789776492,Medium,73.4096588553504,13.785651858076184,172.606293925381,17.771942288440133,11.955800044167548,120,8.433333333333334,1.6346622756612075,1014.5926823599535
Kisumu,Wau,,KIS-WAU-1180,1488.0,Truck,49.540474572315354,28.292626939771523,Low,69.54047457231536,21.397610659855708,420.99428886380025,27.300710769838012,18.44434414885039,90,16.533333333333335,1.2942103221686918,1006.5466505516308
Kisumu,Juba,,KIS-JUB-1181,841.0,Coupe,85.19472178241504,17.556213797813562,High,65.19472178241504,12.89981730126568,147.64775803961206,16.74648444578709,9.2389975672195,130,6.469230769230769,1.994026455605872,422.2862078934139
Juba,Wau,,JUB-WAU-1182,647.0,Hybrid,41.71787163013917,6.398097960778656,High,30.0,21.566666666666666,41.39569380623791,25.3449125684128,17.09201880980931,100,6.47,3.3333333333333335,622.5428139872741
Kisumu,Nairobi,,KIS-NAI-1183,341.0,Truck,52.11553031937238,26.21101738651725,High,32.11553031937238,10.617915899533058,89.37956928802382,13.693546693782451,8.276286307548627,90,3.7888888888888888,2.802382495477933,1346.4128804262266
Juba,Wau,,JUB-WAU-1184,647.0,Hybrid,53.963814512203214,8.439443631881497,High,33.963814512203214,19.049685946421967,54.603200298273286,23.85409279758416,16.1998862497092,100,6.47,2.9443100380868574,910.304773695877
Bujumbura,Gitega,,BUJ-GIT-1185,98.9,Saloon,102.34793139551235,12.696507371273366,Medium,102.34793139551235,0.966311665038073,12.556845790189358,1.0954997770123924,0.7733152493171539,110,0.8990909090909092,1.0747652492840043,606.3264079346259
Lamu Port,Nairobi,,LAM-NAI-1186,697.0,SUV,94.79771883210665,10.890031779826796,Low,114.79771883210665,6.071549217971593,75.90352150539276,6.733912964948905,4.674729951031806,120,5.808333333333334,1.0453169385316945,1332.1575299798758
Kisumu,Nairobi,,KIS-NAI-1187,341.0,Saloon,91.63952650335654,8.331314274487518,Low,111.63952650335654,3.054473721632522,28.409781676002435,3.4909482164011014,2.5696369615454366,110,3.1,0.9853141037524265,468.80576860958126
Nairobi,Kampala,Kisumu,NAI-KAM-1188,663.0,Truck,79.31836929808489,23.750851377652296,High,59.31836929808489,11.176976168517248,157.46814463383473,14.035490336842736,8.882518485105274,90,7.366666666666666,1.5172365839616175,872.6406403396021
Nairobi,Kampala,Kisumu,NAI-KAM-1189,663.0,Coupe,95.02292369925405,11.504702023179279,Low,115.02292369925405,5.7640684019954165,76.27617441367862,7.068704048737592,4.330687571309535,130,5.1,1.1302094905873366,620.7696567573572
Kisumu,Kigali,,KIS-KIG-1190,834.0,Hybrid,91.52883488049142,5.885811210993857,High,71.52883488049142,11.659633508548353,49.087665499688775,13.34877920660557,10.238130453472786,100,8.34,1.39803759095304,920.2884554173743
Dar es Salaam,Nairobi,Mombasa,DAR-NAI-1191,822.0,SUV,93.93869294308732,11.420616094430622,High,73.93869294308732,11.11731851457959,93.87746429621971,13.878685790469202,8.033480747266774,120,6.85,1.6229662065079695,951.989469422223
Nairobi,Arusha,,NAI-ARU-1192,902.0,Hybrid,82.2877501679312,11.335546894561368,Low,102.2877501679312,8.818260236627935,102.24663298894355,9.949329517208554,6.204682586919568,100,9.02,0.9776341725751592,709.2733342930071
Bujumbura,Gitega,,BUJ-GIT-1193,98.9,Truck,61.73038269336267,27.32138390397464,Low,81.73038269336267,1.2100763111688169,27.02084868103092,1.5299821027349723,0.8818820841228188,90,1.098888888888889,1.1011816785156068,1576.3397342801177
Dar es Salaam,Kigali,,DAR-KIG-1194,1444.0,Hybrid,95.64537018896573,8.6469397205455,Medium,95.64537018896573,15.09743751471819,124.86180956467702,19.00514040845916,11.062325019179001,100,14.44,1.0455289137616475,869.3962726875639
Kisumu,Juba,,KIS-JUB-1195,841.0,SUV,89.25590628297365,15.783291027043042,High,69.25590628297365,12.14336863290398,132.737477537432,15.719775203351972,9.807086998080038,120,7.008333333333334,1.7327042044571672,1047.9028177451814
Nairobi,Kisumu,,NAI-KIS-1196,341.0,Truck,74.46148681814759,21.60325062630547,Low,94.46148681814759,3.6099368270211087,73.66708463570166,4.079430456664034,2.978100775451701,90,3.7888888888888888,0.9527692505334305,1028.1394137326686
Kisumu,Wau,,KIS-WAU-1197,1488.0,Hybrid,89.26663166449097,8.048535192172814,Medium,89.26663166449097,16.669162622744125,119.76220365953148,21.35857477297653,13.164008225520845,100,14.88,1.1202394235715136,973.9581162357122
Lamu Port,Nairobi,,LAM-NAI-1198,697.0,Coupe,74.34091059384913,15.861826691982131,Low,94.34091059384913,7.388099135492585,110.55693204311545,8.63092910803335,5.473356874992418,130,5.361538461538461,1.3779811873945997,488.3950772299417
Nairobi,Arusha,,NAI-ARU-1199,902.0,Truck,58.847498584313605,21.50551242642581,Low,78.8474985843136,11.439804891660183,193.97972208636082,13.535714116127979,8.310311042293268,90,10.022222222222222,1.1414439470614373,1152.7259055925892
Kisumu,Wau,,KIS-WAU-1200,1488.0,Truck,71.68895197716253,33.20197030150462,High,51.68895197716253,28.78758309236828,494.0453180863888,34.36342163601763,22.98488130570218,90,16.533333333333335,1.7411844612319523,1084.4880428696406
Kigali,Bujumbura,,KIG-BUJ-1201,273.0,Coupe,123.26521056483918,17.57663474808973,Medium,123.26521056483918,2.2147368162438523,47.98421286228497,2.7138959952442767,1.800795013993666,130,2.1,1.054636579163739,596.0155327875731
Nairobi,Kigali,Arusha,NAI-KIG-1202,1354.0,Saloon,102.06232758600129,7.017127354763802,High,82.06232758600129,16.499653858599228,95.01190438350187,21.43226950009142,12.552809184917926,110,12.309090909090909,1.3404445527665547,556.4610841347973
Nairobi,Dar es Salaam,Mombasa,NAI-DAR-1203,1012.0,SUV,82.81446998480341,18.185425799055032,Low,102.81446998480341,9.842972493556399,184.03650908643692,12.008345342059975,7.324037613121124,120,8.433333333333334,1.1671508885639998,1459.8066262188106
Dar es Salaam,Nairobi,Mombasa,DAR-NAI-1204,822.0,Saloon,71.97518035990845,11.812388051037649,Medium,71.97518035990845,11.420603545411463,97.09782977952948,14.679394798726516,8.178505998181645,110,7.472727272727273,1.5283046106998308,555.5659437760978
Dar es Salaam,Kigali,,DAR-KIG-1205,1444.0,Hybrid,76.37901684247191,7.555177128271762,High,56.37901684247191,25.61236575009222,109.09675773224424,29.479977442777916,18.063092705018274,100,14.44,1.7737095394800706,801.0506771749198
Dar es Salaam,Kigali,,DAR-KIG-1206,1444.0,Coupe,124.26843563687726,13.032283453861176,Medium,124.26843563687726,11.620006259831648,188.18617307375538,13.707916086671208,8.379735979523886,130,11.107692307692307,1.0461224472147606,543.1077245985862
Dar es Salaam,Kigali,,DAR-KIG-1207,1444.0,Saloon,77.88705235625005,14.980109965295167,Low,97.88705235625005,14.751695604692515,216.3127878988622,17.715309863359476,12.515572844189123,110,13.127272727272727,1.1237441250112026,563.1642593669317
Kampala,Juba,,KAM-JUB-1208,653.0,Truck,64.67501820363083,22.675973778928714,Medium,64.67501820363083,10.096634189479685,148.0741087764045,11.758342262413878,7.762330025628262,90,7.2555555555555555,1.3915728591932184,1356.0021045012281
Nairobi,Dar es Salaam,Mombasa,NAI-DAR-1209,1012.0,Hybrid,70.78416537180628,10.698117148639511,Low,90.78416537180628,11.147318432188664,108.26494554423185,14.439940007942134,7.864252378742114,100,10.12,1.1015136790700262,982.6198892300961
Nairobi,Arusha,,NAI-ARU-1210,902.0,Hybrid,86.61161961389689,10.520072355759297,High,66.61161961389689,13.541181031602175,94.89105264894886,16.86062160975815,10.855058310152126,100,9.02,1.5012395822175362,934.6877207855613
Nairobi,Dar es Salaam,Mombasa,NAI-DAR-1211,1012.0,Saloon,92.4814270398747,9.033742632533507,Low,112.4814270398747,8.99704090383958,91.4214754412391,10.758448016958038,7.262532458168996,110,9.2,0.9779392286782153,489.0759266338747
Lamu Port,Nairobi,,LAM-NAI-1212,697.0,Saloon,101.72504515041388,14.14754772301012,Low,121.72504515041388,5.726019646480535,98.60840762938055,7.159018707052683,4.499149827393641,110,6.336363636363636,0.9036759843799984,654.4862046844659
Dar es Salaam,Arusha,,DAR-ARU-1213,630.0,Coupe,81.64916179711294,9.304556365513939,Medium,81.64916179711294,7.715939589991925,58.61870510273781,9.208885165934436,5.571962091257595,130,4.846153846153846,1.5921780106332546,677.9119784613754
Kisumu,Kigali,,KIS-KIG-1214,834.0,SUV,118.53629811534672,18.68323963650368,Medium,118.53629811534672,7.035819519084705,155.81821856844067,7.763640329896751,5.987436533829018,120,6.95,1.0123481322424035,1367.2888612158179
Kisumu,Wau,,KIS-WAU-1215,1488.0,Saloon,103.59416883259681,14.091011076995162,High,83.59416883259681,17.80028464640667,209.674244825688,21.51411256646247,14.913368935526632,110,13.527272727272727,1.3158812574628587,776.860574911431
Kisumu,Wau,,KIS-WAU-1216,1488.0,Saloon,82.50120944202371,12.171213893326398,Medium,82.50120944202371,18.036099228892713,181.1076627326968,22.094889680184792,14.049144241505234,110,13.527272727272727,1.3333137870821226,888.8040638105658
Kigali,Bujumbura,,KIG-BUJ-1217,273.0,Truck,67.26814260668209,20.768095237854936,High,47.26814260668209,5.775560132997636,56.69689999934398,7.486520636247888,4.482776491591828,90,3.033333333333333,1.9040308130761436,1073.8174478438577
Kampala,Bujumbura,,KAM-BUJ-1218,720.0,Hybrid,84.73018512116636,8.537324233351162,Low,104.73018512116636,6.874808816264427,61.46873448012837,7.6183783044633975,5.026770991984214,100,7.2,0.9548345578145038,885.4365795374528
Kampala,Kigali,,KAM-KIG-1219,511.0,SUV,98.86254448741379,15.026398049755354,Low,118.86254448741379,4.299083468250246,76.78489403424986,5.169301327862594,3.6572727358903143,120,4.258333333333334,1.0095695033072984,957.3124027572635
Nairobi,Kigali,Arusha,NAI-KIG-1220,1354.0,Truck,64.5905661161228,22.5768366421665,Medium,64.5905661161228,20.96281363389414,305.69036813493443,23.470614971715076,17.187720747010054,90,15.044444444444444,1.3933923390328453,1495.7985865753192
Kisumu,Bujumbura,,KIS-BUJ-1221,1064.0,Coupe,86.72282290846894,9.588526919439557,Low,106.72282290846894,9.969751277217824,102.0219264228369,11.26381682093707,7.149893756648398,130,8.184615384615384,1.218108708682629,711.3728969444714
Kisumu,Kampala,,KIS-KAM-1222,324.0,Coupe,81.73997773752055,17.72977380420305,Low,101.73997773752055,3.1845888627564785,57.44446712561788,3.8918626991121545,2.4700075397602133,130,2.4923076923076923,1.2777671362911796,608.3869836011268
Kampala,Juba,,KAM-JUB-1223,653.0,Saloon,59.186806746331904,9.15416339444166,High,39.186806746331904,16.663771667517263,59.77668696570404,19.10190713082464,14.675986814191727,110,5.9363636363636365,2.8070672027977013,819.4650615045726
Kisumu,Juba,,KIS-JUB-1224,841.0,Saloon,85.4353794643151,11.881428609893135,Medium,85.4353794643151,9.84369713429167,99.92281460920127,12.302995458208906,7.781195707994114,110,7.6454545454545455,1.2875228118574122,749.9805503647034
Bujumbura,Kisumu,,BUJ-KIS-1225,1064.0,Coupe,79.23844778462974,15.937174257852124,High,59.23844778462974,17.96130789699844,169.5715341035466,21.604574894285836,13.74014009972679,130,8.184615384615384,2.1945207017009376,620.890493095742
Kisumu,Bujumbura,,KIS-BUJ-1226,1064.0,Saloon,97.1121720747695,8.89854163363113,Low,117.1121720747695,9.085306686316912,94.68048298183521,10.39034355187596,7.529509833465332,110,9.672727272727272,0.9392704280966733,875.7002303656791
Kisumu,Bujumbura,,KIS-BUJ-1227,1064.0,SUV,77.31997816052763,19.379878654594968,Low,97.31997816052763,10.933006974631153,206.20190888489049,13.106033243139724,8.096924566417263,120,8.866666666666667,1.2330458993944908,988.9820648842558
Bujumbura,Dar es Salaam,,BUJ-DAR-1228,1496.0,Saloon,99.54028675876869,12.58237626450019,Low,119.54028675876869,12.514609430533788,188.23234891692286,13.768277267163073,10.071265590763495,110,13.6,0.9201918698921904,896.8354523467431
Lamu Port,Bujumbura,Arusha,LAM-BUJ-1229,1868.0,Hybrid,44.93399329063603,7.92784856631803,Medium,44.93399329063603,41.57208970762186,148.0922112188208,52.90247997624432,34.667154789823684,100,18.68,2.225486601050421,577.2164385313632
Nairobi,Kampala,Kisumu,NAI-KAM-1230,663.0,Saloon,83.55811232460962,8.499290303870215,Low,103.55811232460962,6.402202445731953,56.35029471465952,7.058656597624012,5.5761626491241865,110,6.027272727272727,1.0622055339826768,666.0791828936493
Nairobi,Kisumu,,NAI-KIS-1231,341.0,Truck,62.41132910541123,29.01538816233035,Low,82.41132910541123,4.137780614651069,98.94247363354648,4.5573597555691645,3.469532606175093,90,3.7888888888888888,1.0920828601718364,985.1287974852429
Nairobi,Kisumu,,NAI-KIS-1232,341.0,SUV,79.64260080692395,17.80944818950487,High,59.64260080692395,5.71738984193347,60.730218326211606,6.988370112734333,4.44173702324768,120,2.841666666666667,2.0119846951085525,1112.9244432622947
Kisumu,Nairobi,,KIS-NAI-1233,341.0,Truck,82.02247908194028,24.85414204151106,Medium,82.02247908194028,4.157396896762188,84.75262436155272,5.382599161600956,3.54858783933588,90,3.7888888888888888,1.0972601780310762,1305.4655768379166
Nairobi,Kisumu,,NAI-KIS-1234,341.0,Truck,81.93285772462286,21.553648491545225,Low,101.93285772462286,3.34533934995946,73.4979413561692,4.252550878186861,2.9428280712468493,90,3.7888888888888888,0.882934139285488,827.7681142293691
Kampala,Bujumbura,,KAM-BUJ-1235,720.0,Hybrid,90.26374591735939,6.069253021673316,High,70.26374591735939,10.247105254633407,43.69862175604788,11.788308644789222,8.152112507988498,100,7.2,1.4232090631435288,970.3733893429221
Juba,Wau,,JUB-WAU-1236,647.0,SUV,64.97562915058356,16.417754044410113,Low,84.97562915058356,7.613947745576143,106.22286866733344,8.674824684807271,5.336617171000052,120,5.391666666666667,1.412169597324787,1119.6693584114876
Bujumbura,Dar es Salaam,,BUJ-DAR-1237,1496.0,SUV,88.31624194531766,19.078906004128328,High,68.31624194531766,21.898160048051864,285.4204338217598,26.830117000766286,19.186808817937784,120,12.466666666666667,1.7565369022501496,1113.46599465085
Nairobi,Bujumbura,,NAI-BUJ-1238,1281.0,SUV,81.79135176545095,12.871522634376287,Low,101.79135176545095,12.584566152060717,164.88420494636023,15.913530596583092,9.225599443988301,120,10.675,1.1788820751344933,1630.618263681067
Nairobi,Bujumbura,,NAI-BUJ-1239,1281.0,SUV,90.0440943686519,14.559461857686614,Medium,90.0440943686519,14.226363305464812,186.50670639696554,16.679212179488026,10.317884819544787,120,10.675,1.3326804033222306,1544.231663298918
Juba,Wau,,JUB-WAU-1240,647.0,SUV,80.66568277303129,16.937412986983286,Medium,80.66568277303129,8.020758986451044,109.58506202578187,9.516397278300166,6.108094414735276,120,5.391666666666667,1.487621450346407,1462.7566896141113
Nairobi,Dar es Salaam,Mombasa,NAI-DAR-1241,1012.0,Hybrid,85.5737100348345,10.970887783210957,High,65.5737100348345,15.433014228757205,111.02538436609488,17.332785913205125,11.975968869992457,100,10.12,1.5250014060036765,573.1792253013483
Dar es Salaam,Kigali,,DAR-KIG-1242,1444.0,Saloon,108.37139628262057,9.133249537060035,Low,128.37139628262057,11.248611776574519,131.8841233151469,12.717289970612924,9.67240387183049,110,13.127272727272727,0.8568887087418262,796.3275235977006
Bujumbura,Dar es Salaam,,BUJ-DAR-1243,1496.0,Truck,75.80467412449808,25.913873532436178,Medium,75.80467412449808,19.734930824226474,387.67154804524523,23.951699788984584,15.350553013587708,90,16.622222222222224,1.1872618811366193,1088.6130330637518
